id,sales
3000888,1.5443114
3000889,0.00017389012
3000890,1.3546942
3000891,7.675069
3000892,0.18726215
3000893,6.038983
3000894,2.8007376
3000895,6.613937
3000896,6.6569457
3000897,4.957291
3000898,5.02797
3000899,4.783779
3000900,7.8677115
3000901,3.0974035
3000902,1.1022806
3000903,2.9721668
3000904,2.9001632
3000905,0.6929351
3000906,5.204876
3000907,2.8409634
3000908,2.374585
3000909,1.8697437
3000910,4.672163
3000911,1.8441443
3000912,5.7302313
3000913,5.042844
3000914,1.921948
3000915,2.297196
3000916,5.7666335
3000917,4.5454473
3000918,7.843148
3000919,0.23594911
3000920,3.35918
3000921,1.3246825
3000922,0.023875225
3000923,0.92708427
3000924,6.870808
3000925,3.3667588e-05
3000926,4.630388
3000927,1.5327342
3000928,6.5554395
3000929,5.564063
3000930,5.5104055
3000931,3.7725072
3000932,3.5201144
3000933,7.7370014
3000934,1.375233
3000935,0.7025959
3000936,2.1865253
3000937,2.0443804
3000938,0.61857617
3000939,5.158241
3000940,1.6237262
3000941,-0.00049275684
3000942,1.2730616
3000943,2.233893
3000944,0.69214904
3000945,5.075225
3000946,5.141123
3000947,0.6932454
3000948,1.4886364
3000949,5.035586
3000950,3.2131429
3000951,5.3603272
3000952,0.00011566282
3000953,1.4602549
3000954,1.9458085
3000955,0.25896382
3000956,1.8200927
3000957,8.271661
3000958,-0.00016895706
3000959,6.3728647
3000960,2.729962
3000961,7.5039268
3000962,6.2843585
3000963,6.114734
3000964,4.955603
3000965,4.506314
3000966,8.72752
3000967,2.7349665
3000968,0.6931065
3000969,3.3570533
3000970,2.9300103
3000971,0.6926412
3000972,6.158763
3000973,2.405851
3000974,1.0605657
3000975,2.2662103
3000976,3.589238
3000977,1.2883738
3000978,6.394814
3000979,5.9392066
3000980,1.0501711
3000981,2.4900234
3000982,6.119519
3000983,4.1827197
3000984,7.0069795
3000985,1.48026
3000986,2.1929202
3000987,1.6994793
3000988,0.0011589952
3000989,0.7275242
3000990,7.3217096
3000991,-0.00046616545
3000992,5.1231294
3000993,2.2135081
3000994,6.6398983
3000995,5.95884
3000996,5.398565
3000997,4.115413
3000998,3.8666534
3000999,7.867656
3001000,1.8331332
3001001,0.7016378
3001002,2.5931613
3001003,2.4904718
3001004,0.69259393
3001005,5.1620793
3001006,1.4517107
3001007,0.00069488486
3001008,1.7913839
3001009,3.4822705
3001010,0.77506465
3001011,4.9688654
3001012,5.1314626
3001013,0.69440275
3001014,1.6840355
3001015,5.210355
3001016,3.8135784
3001017,5.7590785
3001018,0.0018569772
3001019,1.5416372
3001020,1.8845521
3001021,0.000105374915
3001022,0.7932535
3001023,7.2756734
3001024,0.00048196135
3001025,4.915099
3001026,1.7987812
3001027,6.5739455
3001028,5.659931
3001029,5.100352
3001030,3.7785938
3001031,3.4044077
3001032,7.8807797
3001033,1.8425831
3001034,0.69207233
3001035,2.4975114
3001036,2.323397
3001037,0.24369918
3001038,5.0533915
3001039,1.458393
3001040,0.00072160334
3001041,1.299833
3001042,3.353136
3001043,0.6917075
3001044,5.065249
3001045,5.2218385
3001046,0.6894857
3001047,1.4480869
3001048,4.6787333
3001049,3.5068552
3001050,5.191584
3001051,-0.0008890765
3001052,1.1858118
3001053,1.499589
3001054,-0.00028498183
3001055,0.91382885
3001056,7.073081
3001057,0.00020419645
3001058,5.2239327
3001059,1.9852227
3001060,6.9740696
3001061,6.0212893
3001062,5.577526
3001063,3.4989238
3001064,3.8118403
3001065,7.8755083
3001066,1.8111814
3001067,0.69307685
3001068,2.6476793
3001069,2.9018729
3001070,0.6899655
3001071,5.4891195
3001072,0.0068946327
3001073,-0.00027211633
3001074,1.5883082
3001075,3.0450938
3001076,0.88941336
3001077,5.612245
3001078,5.708024
3001079,0.69321936
3001080,1.7509172
3001081,4.368512
3001082,4.3714366
3001083,5.880281
3001084,-0.0006039236
3001085,1.7279248
3001086,1.3536088
3001087,1.0375798
3001088,1.1051183
3001089,7.3260307
3001090,0.0005082378
3001091,5.0271363
3001092,1.7087486
3001093,6.7903023
3001094,5.878587
3001095,5.645743
3001096,4.4530187
3001097,4.2133846
3001098,7.9237103
3001099,2.155533
3001100,0.7160048
3001101,2.796747
3001102,2.7588394
3001103,0.0007679834
3001104,5.4631915
3001105,2.1891222
3001106,-0.0004797133
3001107,1.6965114
3001108,2.999495
3001109,0.8772302
3001110,4.887017
3001111,5.259509
3001112,0.69378304
3001113,1.6507963
3001114,4.9043717
3001115,3.6001549
3001116,6.4082603
3001117,-0.00052900513
3001118,1.8370539
3001119,1.7931031
3001120,0.00031556934
3001121,0.7264464
3001122,7.0639353
3001123,0.00019607425
3001124,5.0783243
3001125,1.8099668
3001126,6.6842704
3001127,5.485573
3001128,5.2060833
3001129,4.9132524
3001130,3.4031112
3001131,7.669632
3001132,1.5877621
3001133,0.6961319
3001134,2.7425854
3001135,2.3845172
3001136,0.00808013
3001137,5.2040076
3001138,-0.00015429608
3001139,-0.00026073094
3001140,1.410277
3001141,3.206946
3001142,0.7051225
3001143,4.1345363
3001144,5.0838614
3001145,0.6690583
3001146,1.3630337
3001147,4.410647
3001148,3.693265
3001149,6.2571764
3001150,0.018256338
3001151,1.2482766
3001152,1.9555693
3001153,0.0010006995
3001154,1.0953953
3001155,7.917
3001156,-0.00014973816
3001157,5.524357
3001158,1.8994452
3001159,6.9686065
3001160,6.3995967
3001161,6.0995455
3001162,5.1921782
3001163,4.5535736
3001164,8.257287
3001165,2.037498
3001166,0.6972449
3001167,3.1088195
3001168,3.0243971
3001169,0.047285885
3001170,5.6201887
3001171,1.289828
3001172,0.0002611715
3001173,1.6950635
3001174,3.4269276
3001175,1.1835269
3001176,5.485021
3001177,5.465745
3001178,0.9968442
3001179,2.0051646
3001180,5.6935678
3001181,4.288426
3001182,7.0256414
3001183,0.006759423
3001184,2.554311
3001185,1.5436449
3001186,0.00043843716
3001187,1.1627257
3001188,7.5551176
3001189,5.1814714e-05
3001190,6.4501343
3001191,1.9126371
3001192,6.3549056
3001193,6.242132
3001194,5.3639855
3001195,5.092155
3001196,3.8457074
3001197,7.7940326
3001198,2.7051027
3001199,0.8760634
3001200,2.8254197
3001201,2.4833884
3001202,0.026379677
3001203,5.1508455
3001204,2.3170123
3001205,1.0864115
3001206,1.4366118
3001207,3.972544
3001208,1.1457481
3001209,4.5360723
3001210,4.9669313
3001211,1.3400872
3001212,2.0594075
3001213,5.273892
3001214,3.991216
3001215,7.167197
3001216,0.9577389
3001217,2.1264915
3001218,1.9613351
3001219,0.0010080645
3001220,1.0825435
3001221,7.677019
3001222,-0.00047715736
3001223,5.1346927
3001224,1.9705284
3001225,6.8182435
3001226,5.7582126
3001227,5.6982923
3001228,4.1887803
3001229,3.9745152
3001230,8.021695
3001231,2.1207516
3001232,0.8929762
3001233,2.9379725
3001234,2.4464388
3001235,0.1305627
3001236,5.2151012
3001237,1.9961824
3001238,-0.0002180021
3001239,1.5435855
3001240,3.1939034
3001241,1.0775108
3001242,4.8798885
3001243,5.230105
3001244,0.69559216
3001245,1.6613723
3001246,4.627451
3001247,3.6034029
3001248,5.978698
3001249,0.00083293306
3001250,1.7143264
3001251,1.8460169
3001252,0.00042840902
3001253,1.7898048
3001254,7.933337
3001255,0.2391276
3001256,6.434526
3001257,2.5602353
3001258,6.851475
3001259,6.794501
3001260,5.4716806
3001261,5.141797
3001262,4.8596125
3001263,8.242349
3001264,3.3901668
3001265,0.8165133
3001266,3.0955286
3001267,2.7419522
3001268,0.69390535
3001269,5.568518
3001270,3.1731198
3001271,2.1049483
3001272,2.0522943
3001273,4.289918
3001274,1.9371122
3001275,6.1485767
3001276,5.5462666
3001277,2.226784
3001278,2.1798217
3001279,6.208921
3001280,4.8375793
3001281,7.844245
3001282,0.7027115
3001283,3.5409086
3001284,2.027574
3001285,0.6081044
3001286,1.610207
3001287,7.761653
3001288,0.00014491717
3001289,5.9461713
3001290,2.012226
3001291,6.914002
3001292,6.3848205
3001293,6.189125
3001294,4.5411167
3001295,4.285873
3001296,8.274638
3001297,2.4234912
3001298,0.6921595
3001299,3.0714853
3001300,2.4712853
3001301,0.00022464643
3001302,5.570116
3001303,1.8519744
3001304,1.6949489
3001305,1.3586202
3001306,3.4785874
3001307,0.74172455
3001308,5.486586
3001309,5.748473
3001310,1.2007873
3001311,1.7868255
3001312,5.6109185
3001313,4.240922
3001314,6.705558
3001315,0.72486377
3001316,2.3559003
3001317,2.2800732
3001318,0.6831225
3001319,1.6093292
3001320,7.6550817
3001321,-0.0001556929
3001322,5.9841228
3001323,1.9069744
3001324,6.89722
3001325,6.1197033
3001326,5.5750155
3001327,5.1144857
3001328,4.1036673
3001329,8.115786
3001330,2.3299475
3001331,0.69292533
3001332,3.2911367
3001333,3.1474893
3001334,0.08780756
3001335,5.5378323
3001336,1.53464
3001337,1.0278395
3001338,1.9502048
3001339,3.8623674
3001340,1.0695163
3001341,4.572201
3001342,5.591761
3001343,1.0448645
3001344,2.004496
3001345,5.004638
3001346,4.3404293
3001347,6.9365263
3001348,0.89994466
3001349,1.726754
3001350,1.7018678
3001351,-0.0005077294
3001352,0.8470697
3001353,6.957176
3001354,-3.362208e-05
3001355,4.784987
3001356,1.9709505
3001357,6.2706227
3001358,5.584747
3001359,4.967132
3001360,3.682725
3001361,3.690503
3001362,7.604714
3001363,1.6491232
3001364,0.6961528
3001365,3.547616
3001366,2.7821212
3001367,0.037245907
3001368,4.904048
3001369,0.0011663364
3001370,-0.0006424535
3001371,1.9004363
3001372,3.1586661
3001373,1.1196858
3001374,4.5623713
3001375,4.901348
3001376,0.69232994
3001377,1.7361535
3001378,4.5967307
3001379,3.7447813
3001380,5.809072
3001381,0.00037536988
3001382,1.1030983
3001383,1.1387602
3001384,0.00021074756
3001385,1.147455
3001386,7.2373085
3001387,0.0013202183
3001388,5.641273
3001389,2.5019925
3001390,6.326213
3001391,6.1899166
3001392,4.865018
3001393,3.9605842
3001394,4.266996
3001395,7.5976167
3001396,3.1528928
3001397,0.010750491
3001398,2.1829624
3001399,2.3742645
3001400,0.6891658
3001401,4.895512
3001402,2.426027
3001403,0.7523137
3001404,1.6022327
3001405,3.8307319
3001406,1.4783825
3001407,6.1524615
3001408,4.943477
3001409,1.2780633
3001410,1.5831203
3001411,5.7038703
3001412,3.8631942
3001413,7.1660957
3001414,0.03621918
3001415,2.7488067
3001416,1.4233346
3001417,0.00014611341
3001418,1.8709654
3001419,8.15481
3001420,0.21263456
3001421,6.666916
3001422,2.9627602
3001423,7.1054497
3001424,7.1558876
3001425,5.621141
3001426,5.371982
3001427,5.186132
3001428,8.293696
3001429,3.1235228
3001430,1.0742977
3001431,3.0498753
3001432,3.5188632
3001433,0.6943777
3001434,5.6284294
3001435,2.611982
3001436,2.6699662
3001437,2.3048081
3001438,4.59239
3001439,2.375493
3001440,5.9961586
3001441,5.6676745
3001442,2.7657173
3001443,2.564816
3001444,6.3034263
3001445,4.897227
3001446,8.235732
3001447,0.69903874
3001448,3.6146276
3001449,1.2198265
3001450,0.00011878787
3001451,1.2890015
3001452,7.4294114
3001453,0.0023940594
3001454,5.664394
3001455,2.0379586
3001456,6.0307665
3001457,6.1286917
3001458,4.7677255
3001459,4.515328
3001460,4.6187735
3001461,7.39227
3001462,2.4393406
3001463,0.7433005
3001464,2.881023
3001465,2.6571138
3001466,0.01700882
3001467,4.6093116
3001468,0.00028645303
3001469,2.3284788
3001470,1.8901098
3001471,4.729396
3001472,1.6730841
3001473,5.2159214
3001474,4.627924
3001475,1.4440643
3001476,1.7018563
3001477,5.041746
3001478,3.8777177
3001479,7.2144046
3001480,0.44653848
3001481,1.6914345
3001482,1.4836367
3001483,0.00013581723
3001484,0.7388632
3001485,6.6674833
3001486,-5.0433435e-05
3001487,5.273725
3001488,1.9880111
3001489,5.9163733
3001490,5.3544617
3001491,4.357159
3001492,3.5115333
3001493,3.6931372
3001494,7.1781244
3001495,1.414922
3001496,0.6956922
3001497,2.255531
3001498,2.0093992
3001499,0.53136927
3001500,4.308115
3001501,1.0777733
3001502,1.0523598
3001503,1.1983756
3001504,3.0837586
3001505,0.6777766
3001506,5.4945107
3001507,4.869376
3001508,0.9192604
3001509,1.0680332
3001510,4.918191
3001511,2.9024088
3001512,6.287155
3001513,0.1622441
3001514,1.424312
3001515,1.7190917
3001516,0.0004638889
3001517,1.5234636
3001518,7.8709316
3001519,0.00038604147
3001520,6.3963757
3001521,2.7048151
3001522,6.681001
3001523,6.754565
3001524,5.5241785
3001525,5.2982154
3001526,4.8588843
3001527,8.078578
3001528,2.9325724
3001529,1.1100702
3001530,2.7310355
3001531,2.8421733
3001532,0.6931602
3001533,5.267864
3001534,1.9105632
3001535,2.531741
3001536,1.8282177
3001537,4.6104784
3001538,1.4352592
3001539,5.605928
3001540,5.3065095
3001541,2.138489
3001542,2.1994076
3001543,5.963729
3001544,4.5059295
3001545,7.8371396
3001546,0.7133129
3001547,3.112414
3001548,1.9891385
3001549,0.0011278534
3001550,1.131797
3001551,7.7917523
3001552,0.0003464143
3001553,6.209049
3001554,2.4065964
3001555,6.8582797
3001556,6.44177
3001557,5.816299
3001558,5.418991
3001559,4.2316456
3001560,8.144922
3001561,1.8587296
3001562,0.99607384
3001563,3.3421392
3001564,2.6118596
3001565,0.69355184
3001566,5.422405
3001567,0.00036788732
3001568,1.1425214
3001569,1.7577302
3001570,4.1502438
3001571,0.7389347
3001572,5.3121595
3001573,5.586491
3001574,1.4881213
3001575,1.6450585
3001576,5.3154697
3001577,4.16672
3001578,7.0927634
3001579,1.149898
3001580,1.9454654
3001581,1.8457692
3001582,0.5404835
3001583,1.2562945
3001584,7.6858582
3001585,-0.00057577365
3001586,6.2106194
3001587,2.2246382
3001588,6.698175
3001589,6.361864
3001590,5.4944882
3001591,5.0655546
3001592,4.2161036
3001593,8.017094
3001594,2.1769042
3001595,0.70206344
3001596,2.9985259
3001597,2.7239585
3001598,0.026555859
3001599,5.267576
3001600,4.006528e-05
3001601,0.74307156
3001602,1.571435
3001603,4.2247853
3001604,0.7614027
3001605,4.78385
3001606,5.411323
3001607,1.5415753
3001608,1.7039374
3001609,5.1682196
3001610,4.147956
3001611,6.8280087
3001612,1.0549748
3001613,1.8671367
3001614,2.2681453
3001615,0.74887556
3001616,2.3618321
3001617,8.937471
3001618,0.4464506
3001619,7.101766
3001620,3.6482549
3001621,7.619124
3001622,7.677271
3001623,5.8965173
3001624,6.18852
3001625,5.882838
3001626,8.944866
3001627,4.291914
3001628,1.4058701
3001629,4.0725884
3001630,3.791451
3001631,1.137866
3001632,6.1672378
3001633,3.7717729
3001634,3.1326778
3001635,3.249502
3001636,5.330158
3001637,2.854787
3001638,6.644212
3001639,6.1903753
3001640,2.916558
3001641,3.27549
3001642,7.082753
3001643,5.8722205
3001644,9.00642
3001645,1.017846
3001646,4.630656
3001647,1.4130857
3001648,0.00020195612
3001649,0.69567406
3001650,7.012095
3001651,0.0003736423
3001652,4.985756
3001653,1.5417367
3001654,6.115731
3001655,5.503306
3001656,4.698421
3001657,4.8020015
3001658,3.77807
3001659,7.327932
3001660,1.4438916
3001661,0.7270457
3001662,2.6160762
3001663,1.9631603
3001664,0.6932812
3001665,4.738147
3001666,0.67110944
3001667,-0.00016632795
3001668,1.4213827
3001669,3.6996586
3001670,0.6936214
3001671,3.981598
3001672,4.5193267
3001673,0.9393291
3001674,1.481249
3001675,4.606215
3001676,3.1767352
3001677,6.0562596
3001678,0.0012803199
3001679,1.5745351
3001680,2.1098554
3001681,0.8622477
3001682,1.2860643
3001683,7.60809
3001684,0.00017989917
3001685,6.082145
3001686,2.1589499
3001687,7.05908
3001688,6.4308996
3001689,5.50516
3001690,5.4716907
3001691,4.350444
3001692,8.192464
3001693,2.2825127
3001694,0.6964705
3001695,2.9196222
3001696,2.8339546
3001697,0.69290537
3001698,5.5462155
3001699,1.1318318
3001700,0.77214926
3001701,2.451758
3001702,2.9836357
3001703,0.7308164
3001704,5.672193
3001705,5.5950775
3001706,1.1948016
3001707,1.9913256
3001708,4.830585
3001709,4.2837944
3001710,6.9584236
3001711,0.9655846
3001712,1.7931197
3001713,1.1005217
3001714,0.0010518117
3001715,0.6932376
3001716,6.4909077
3001717,-0.0002181074
3001718,4.4795513
3001719,1.5479753
3001720,5.986856
3001721,5.034217
3001722,4.5911317
3001723,4.983556
3001724,3.1099393
3001725,7.198268
3001726,1.0678008
3001727,0.69319785
3001728,2.2195532
3001729,1.3887964
3001730,0.66416276
3001731,4.492855
3001732,0.0006127535
3001733,2.6214437e-05
3001734,1.1053277
3001735,3.423157
3001736,0.008002501
3001737,4.0617547
3001738,4.482593
3001739,0.0036198732
3001740,0.9804616
3001741,4.0583363
3001742,2.4763074
3001743,5.0393286
3001744,0.015545288
3001745,1.0930002
3001746,2.1438007
3001747,0.026804067
3001748,0.8329938
3001749,7.3173766
3001750,-0.00070362556
3001751,5.4884133
3001752,1.9210879
3001753,6.865823
3001754,5.9988546
3001755,5.2143927
3001756,4.9811583
3001757,4.078621
3001758,7.918649
3001759,1.3378255
3001760,0.7051878
3001761,3.6073942
3001762,2.7145312
3001763,0.2877895
3001764,5.308453
3001765,-0.000380611
3001766,0.00053842244
3001767,2.5457885
3001768,3.8823938
3001769,0.91079056
3001770,5.5411377
3001771,5.369751
3001772,0.7684391
3001773,1.709192
3001774,5.3355846
3001775,3.60272
3001776,7.02612
3001777,-0.0013330753
3001778,1.0705863
3001779,1.4199154
3001780,0.29012603
3001781,1.4179153
3001782,7.8006287
3001783,-2.9044177e-05
3001784,6.4497237
3001785,2.3510675
3001786,6.7789702
3001787,6.427973
3001788,5.4899144
3001789,4.724995
3001790,4.592637
3001791,8.185202
3001792,1.7598989
3001793,1.0957869
3001794,3.4562037
3001795,3.4699657
3001796,0.6991128
3001797,5.438913
3001798,1.8667073
3001799,1.2228131
3001800,2.0836449
3001801,3.6328545
3001802,1.0927593
3001803,5.1820498
3001804,5.72024
3001805,1.175257
3001806,1.927006
3001807,4.8487153
3001808,3.5672896
3001809,6.5211163
3001810,1.5658209
3001811,1.4324105
3001812,1.6231117
3001813,6.287433e-05
3001814,0.6923609
3001815,7.137634
3001816,-3.2305594e-05
3001817,4.422967
3001818,1.1750183
3001819,6.139901
3001820,5.15011
3001821,4.4787235
3001822,5.083317
3001823,3.7422493
3001824,7.4001236
3001825,1.2884452
3001826,0.7036664
3001827,2.149316
3001828,2.0712423
3001829,0.60339564
3001830,4.563947
3001831,-0.00019632006
3001832,2.0393592e-05
3001833,0.9750796
3001834,3.066038
3001835,0.6935947
3001836,5.0928345
3001837,4.381421
3001838,0.69292754
3001839,0.742483
3001840,3.9523227
3001841,2.9323673
3001842,5.695609
3001843,0.019866508
3001844,0.69050205
3001845,1.641313
3001846,-0.00010757327
3001847,1.075665
3001848,7.7627287
3001849,-0.00011769259
3001850,6.1541886
3001851,1.9891642
3001852,6.7805524
3001853,6.3583283
3001854,5.3719
3001855,4.7916417
3001856,4.441706
3001857,8.133857
3001858,1.8332555
3001859,0.6929578
3001860,3.176984
3001861,2.5847185
3001862,0.29380786
3001863,5.304887
3001864,0.0002225981
3001865,1.9704051
3001866,1.3101953
3001867,4.5040703
3001868,0.72072047
3001869,5.3992567
3001870,5.449073
3001871,1.0750797
3001872,1.743468
3001873,4.764946
3001874,3.9772115
3001875,7.072272
3001876,0.78556323
3001877,0.9324809
3001878,1.5334265
3001879,-0.0005935182
3001880,1.672745
3001881,7.8561316
3001882,0.13291444
3001883,6.3885403
3001884,2.5552928
3001885,6.952633
3001886,6.884932
3001887,5.0657744
3001888,4.950604
3001889,5.07837
3001890,8.2168455
3001891,3.8077617
3001892,1.1086738
3001893,3.3852525
3001894,2.9194956
3001895,0.6930383
3001896,5.539073
3001897,3.215247
3001898,2.725703
3001899,1.6850276
3001900,4.743826
3001901,2.122625
3001902,5.464787
3001903,5.528815
3001904,2.4316092
3001905,2.375945
3001906,5.6150146
3001907,4.826535
3001908,8.019321
3001909,0.69150054
3001910,2.9976144
3001911,1.8852897
3001912,0.00050969364
3001913,1.8335913
3001914,7.572392
3001915,0.09604299
3001916,6.203474
3001917,2.6361127
3001918,6.8810678
3001919,6.703619
3001920,5.014658
3001921,4.58906
3001922,4.95884
3001923,8.154368
3001924,3.1445181
3001925,1.0886695
3001926,3.3351147
3001927,2.8728342
3001928,0.060095094
3001929,5.6573806
3001930,3.1129007
3001931,2.2603555
3001932,2.3488617
3001933,4.310672
3001934,2.005424
3001935,5.155298
3001936,5.797644
3001937,1.9101479
3001938,2.3064318
3001939,5.0059233
3001940,4.713637
3001941,7.6532025
3001942,0.6931145
3001943,2.928889
3001944,2.0942132
3001945,0.68744606
3001946,1.5800159
3001947,7.8902307
3001948,-0.000101031124
3001949,6.540877
3001950,2.3093061
3001951,7.100541
3001952,6.3301506
3001953,5.278321
3001954,5.8713074
3001955,4.3298936
3001956,8.326654
3001957,3.284913
3001958,1.087575
3001959,3.3050246
3001960,2.9444256
3001961,0.69273984
3001962,5.659427
3001963,1.8800254
3001964,2.1723661
3001965,1.8405238
3001966,4.045362
3001967,1.3114256
3001968,4.970485
3001969,5.6866655
3001970,1.566599
3001971,2.132406
3001972,5.3571525
3001973,4.360023
3001974,7.301951
3001975,1.1700478
3001976,2.427301
3001977,1.4828424
3001978,-0.00090434175
3001979,1.61675
3001980,7.8115
3001981,0.24149308
3001982,6.0085616
3001983,2.1810894
3001984,6.7323313
3001985,6.683722
3001986,5.313333
3001987,5.0203004
3001988,4.703358
3001989,8.091832
3001990,2.9167259
3001991,0.9577706
3001992,2.8314354
3001993,2.4511824
3001994,0.6938214
3001995,5.4108396
3001996,3.0549543
3001997,2.236745
3001998,1.4728152
3001999,4.1793737
3002000,1.7858711
3002001,5.8208475
3002002,5.3997884
3002003,1.9533917
3002004,2.1489232
